locationabbr,income,sex,ageyears,race_ethnicity,education,obesity_pct,Q018,Q019,Q043,Q044,Q045,Q046,Q047
AK,,,55-64,,,33.55389318467902,37.48368013055896,16.389928661351238,58.210485880398686,23.637568710359407,41.33248259860789,31.246213786213783,24.497623337623338
AK,,,65+,,,31.04193668252081,36.86899563318777,17.863200257566,59.19866447127699,24.35652665285365,45.78488372093023,31.70658661486845,28.585577332765226
AK,,,,American Indian/Alaska Native,,36.15784543325526,53.706055776892434,27.115758591785415,51.60540145985401,20.466867696946853,34.98978293413173,28.997903780068725,28.13883223913954
AK,,,,Asian,,22.36602809706258,53.4,27.5,51.77782426778243,28.102155172413795,37.94957264957265,41.935521235521236,29.884229390681003
AK,,,,Hispanic,,31.35332898172324,34.884313725490195,18.132107023411372,57.00737704918033,24.768333333333334,39.30133555926544,36.77046153846154,21.34441717791411
AK,,,,Non-Hispanic Black,,39.63837209302325,35.4,17.2,51.770175438596496,33.555621301775155,35.777844311377244,52.55913978494624,26.226916802610116
AK,,,,Non-Hispanic White,,29.49885208078161,38.64707278481013,16.139488215488218,62.35941447368422,28.071433344470435,41.373422638981914,38.08999365482233,17.96157157648085
AK,,,,Other,,31.80485714285714,44.76735751295337,19.351158645276293,54.89699097291876,27.44917355371901,36.545426829268294,37.54521739130434,20.722664092664093
AK,,,,,<High school,30.271940298507463,50.73226495726495,23.43733031674208,49.73066914498142,20.303864734299516,34.569614299153336,32.192355008787345,33.59372972972974
AK,,,,,College,25.452204414224813,31.747409883026982,12.820107369448513,69.94977049993797,33.7356640723073,46.428147493370375,41.86034523809524,11.447383004926108
AK,,,,,High school,31.583074742652546,45.49571055576278,24.582452757423834,52.566678495386796,22.19905005480453,35.041512848353236,33.60588134723884,25.94378651845518
AK,,,,,Some college/tech,34.206498094908206,42.22746317512275,18.121042084168334,58.682996018579956,26.96413851351351,39.00811633412242,38.073026211278794,19.66407619800936
AK,,,,,,30.541353774852233,41.23518022499426,19.020721998896505,59.36259266761191,27.28341754327839,39.81416266357462,37.79488067744419,20.71850471698113
AL,15000 - 24999,,,,,38.860828448612736,47.03478628861616,25.76733362331449,38.926703183841155,12.635973711518504,23.09319669307613,22.955414650425496,37.80840608823302
AL,25000 - 34999,,,,,36.74657194994786,45.35260695187166,20.762508428860414,43.20948379351741,15.604849954531677,27.405857359635807,26.25367775831874,32.749660734861095
AL,35000 - 49999,,,,,37.27463666702551,45.25108359133127,20.2205047318612,47.50071667462972,17.52444551591128,28.474595508331323,27.234005961935335,27.251661409043113
AL,50000 - 74999,,,,,36.69016177957533,45.15825753949258,17.026967930029155,49.195559134836635,20.07527180198936,29.827522721976226,29.88107747105966,24.075499901009703
AL,75000 or greater,,,,,32.21682022861101,42.864529505582134,12.334605433376455,54.610253667481665,23.468627149877147,31.91628014129934,33.96035687732342,17.9581625729407
AL,Less than 15000,,,,,39.95694429594783,49.244198895027615,32.56369346733669,36.55727699530516,10.76946093564474,21.91765957446809,19.632964051548722,42.66619228336495
AL,,Female,,,,36.101109453854484,43.79791645697031,19.519679704342472,42.63099389129175,14.28981081081081,24.79728815088891,22.059140889060025,33.44738504806118
AL,,Male,,,,34.8029842289168,47.62276483846732,22.123700751188103,48.47695930532047,20.35855292541313,30.440086015126802,32.54097664543524,26.49526838592423
AL,,,18-24,,,22.295417590539547,43.988127294981645,25.237688442211056,51.27192393736018,27.137152580828133,28.680079230333902,42.87679826933477,19.937467578401318
AL,,,25-34,,,35.59062166488794,47.48464939987365,18.664267352185092,47.11035017043694,20.6178125,25.100999063378083,32.69007134363853,23.487825089240186
AL,,,35-44,,,40.534290980052035,44.243321110529074,17.47202572347267,44.36868239921337,18.069482288828336,25.773100717644144,29.447749881572715,27.499821728187918
AL,,,45-54,,,42.098591549295776,50.1774322169059,18.67519160951997,42.35509537721258,15.411497835497835,25.385306828003458,23.738910825929583,31.970175570228086
AL,,,55-64,,,40.40077917678279,48.29319416642837,21.825238784370477,42.27571499626959,12.614231927710843,26.28045904929136,20.10126673040153,35.74804369090316
AL,,,65+,,,30.274497902956323,40.71691352126135,22.788520032706458,46.42789719268722,12.884641638225254,32.442127329192544,19.7487924833003,37.27210893303513
AL,,,,American Indian/Alaska Native,,36.41876484560571,42.64,16.510559006211178,46.159173126614995,21.038381201044388,25.93953488372093,30.2285,31.99325581395349
AL,,,,Hispanic,,31.436136783733822,36.72660944206009,26.401321585903084,48.29683257918552,19.266666666666666,27.49909090909091,31.796724470134876,28.115969257045258
AL,,,,Non-Hispanic Black,,44.879308329274224,42.727614858260026,28.932543640897755,41.67517256735694,17.576874577797792,24.243778905809364,29.336130264134933,32.97794227535961
AL,,,,Non-Hispanic White,,32.6794186109457,47.546234952991824,17.722567640207846,46.6999237345964,16.742394874498196,28.57821136234703,25.60972329871338,29.36832888097359
AL,,,,Other,,33.73984526112186,41.84885496183206,18.79455252918288,47.41653543307087,23.192838196286473,31.228342245989303,34.72989949748744,26.20646900269542
AL,,,,,<High school,37.29460522005024,51.2802414231258,29.026003949967084,34.00341839191142,8.73930748597903,21.520581113801452,18.60607101947308,45.28843220338984
AL,,,,,College,30.77630329762655,38.21484047402005,13.67831524737907,55.73862518910742,24.357932348737496,32.70818936718526,34.33006464536101,17.57640698753379
AL,,,,,High school,35.99852073397462,48.07530031612223,25.23290838375108,41.88459376133478,14.620882352941177,26.06447525479754,24.26563372905028,34.66427035690551
AL,,,,,Some college/tech,37.06261906842611,46.40660635388176,17.9786420283627,47.39965693001373,18.793033151904996,28.026342381612842,28.779164313946925,26.577848260796504
AL,,,,,,34.711054984080334,45.70347195169459,21.061756514819976,45.174977024170566,17.052092103732996,27.466797601338786,26.83174080898482,30.63060072179751
AR,15000 - 24999,,,,,36.917550239234444,45.73359665427508,22.954160654160656,41.550912646675364,15.40942477876106,26.836968900569428,25.190821052631577,40.408971962616825
AR,25000 - 34999,,,,,35.86699113758536,47.62769528728212,19.182013422818795,44.24140233722871,18.050153113303843,28.16971949983102,28.161834032935097,32.296044236495106
AR,35000 - 49999,,,,,37.69947597137014,47.38263684520305,21.215018094089263,47.514750733137824,16.441041666666667,30.593926763917832,27.06982905982906,28.511626461079334
AR,50000 - 74999,,,,,38.002000764623425,45.198899889989,18.593464788732394,48.72658340767172,19.752461491996378,31.78146811070999,31.30852847643828,26.512817967489763
AR,75000 or greater,,,,,32.86720032840722,41.97011121408712,11.597736916548797,56.09717539863327,23.922890733056708,33.13450655624568,33.55227576974565,19.137714457710445
AR,Less than 15000,,,,,41.11232601521022,53.5147947327653,32.649196141479095,36.91591273660571,13.2364024991779,25.62805035506779,21.2389182468138,43.62355998876089
AR,,Female,,,,37.185737265415554,43.43239816879915,19.37538762055915,42.7698675693331,15.223958522830635,26.94802338194528,23.552709949794615,34.617902521342074
AR,,Male,,,,34.934004150189885,48.318994718630485,22.136679827035156,49.810039742619225,21.219194358578054,33.203029141104295,33.48808502873825,28.631602265284894
AR,,,18-24,,,25.87262065854759,49.298072805139185,27.123110151187905,51.390380549682874,26.63670613562971,31.79017094017094,42.630974358974356,17.660936170212764
AR,,,25-34,,,36.3031649988364,45.99486842105263,19.099452054794522,49.547408207343416,22.00695890410959,29.372011019283747,33.1028453181583,24.401411202778984
AR,,,35-44,,,41.971722319859396,44.09709401709402,18.62811950790861,45.91747685185185,18.979740871613664,28.598558067030396,29.767486950037284,29.750643564356434
AR,,,45-54,,,42.27694483734088,48.82286063569682,19.9564617314931,40.86320954907161,14.723809523809525,25.54262691377921,24.793761140819964,35.80386323268206
AR,,,55-64,,,40.086322590689704,48.06689755741888,20.926726726726727,42.98114558472554,13.952563214409423,28.841371566764554,22.016897959183673,37.28692901802133
AR,,,65+,,,30.046911388082634,41.640734603700636,20.008791684712,47.019292578535094,15.065792748693275,34.74609394212641,22.83948187334682,39.90183696149572
AR,,,,American Indian/Alaska Native,,35.051222351571596,48.87439024390244,14.99722222222222,50.376205787781345,15.53843137254902,34.920711974110034,28.472944297082226,34.632925472747495
AR,,,,Hispanic,,34.01632653061225,36.28475609756098,31.17252396166134,42.4988,19.64474761255116,25.204234972677597,33.397186700767264,31.4258491652274
AR,,,,Non-Hispanic Black,,44.75600565237871,41.073687182382834,30.020500595947553,42.89399671052631,20.723113604488077,26.249152071170418,32.08348051948052,35.11936241610738
AR,,,,Non-Hispanic White,,34.80412280522454,47.76040207404712,17.984836527621194,47.17720267928241,17.521632340994888,30.937814607275143,27.017687567959403,31.241906099440186
AR,,,,Other,,36.28090050835149,41.3304347826087,21.643617021276597,47.39095394736842,20.73803056027165,28.21196013289037,36.497160883280756,28.908681245858183
AR,,,,,<High school,36.419178520057535,46.165026833631494,30.084732824427483,33.40167455405898,9.864743349569126,22.61622418879056,19.243929824561405,46.706500839310245
AR,,,,,College,31.72177209705373,41.05763134057971,14.119661095636026,56.7875850971655,24.13369373899924,33.63519939615046,34.229971353545,18.329059785123118
AR,,,,,High school,36.69518711599329,48.83022697512003,23.21250570515746,43.28586443586444,16.11029816261415,30.0122719374457,25.68426908416607,36.35383593784586
AR,,,,,Some college/tech,37.96718996241968,45.85981818181818,18.37579651941098,48.753940406571985,20.213415497945885,30.925158741357414,31.387068273092368,27.85650771711587
AR,,,,,,35.41137987760742,45.50688007369451,20.933603360336033,46.16242069153942,18.139066529940028,30.20796839798784,28.569309974765787,31.84956184966848
AZ,15000 - 24999,,,,,34.445037531276064,39.34481316958453,26.6711714132187,46.66549743908117,18.91848513598988,29.731387319522913,27.780986342943855,31.918580285182887
AZ,25000 - 34999,,,,,30.62789250842478,39.08543201607501,24.93333333333333,50.99306759098787,22.277439430984664,33.46510910293146,33.05680523317155,27.272162455174715
AZ,35000 - 49999,,,,,30.476504776538178,39.5720674674163,19.555657172720146,56.38957516339868,26.166910542068504,36.036777408637874,35.36002544124662,23.209222858630564
AZ,50000 - 74999,,,,,30.00774936678326,38.698299776286355,18.022384650525353,57.05831613093483,25.180718025430064,36.933163647252584,37.26373563218391,18.58373610866114
AZ,75000 or greater,,,,,26.48675369317019,35.10598731750479,14.895475113122172,63.114772071552224,30.833695652173915,40.17334628460417,41.46113348946136,13.132942169352573
AZ,Less than 15000,,,,,34.5646173281398,44.29469835466179,32.02074215033302,43.97029442691903,15.853945249597425,28.570585106382982,26.395067378591403,35.111289184558004
AZ,,Female,,,,29.34493222040918,35.11767903568896,18.538472272782432,53.67687279670976,22.75451887393635,33.45443629834667,30.987655715142743,25.150425926191947
AZ,,Male,,,,30.048760501437783,42.771310209240276,24.182510690729867,57.18579472862348,27.868603475665527,38.472998799519814,40.25518640051043,20.752390522725175
AZ,,,18-24,,,18.56257062146893,46.35569035239747,28.507930828861063,54.704486373165615,31.234972210346303,32.46234594135147,48.26927465362673,17.483795986622074
AZ,,,25-34,,,30.49401780169737,40.284878744650506,21.31827242524917,53.923321123321124,27.24390485629336,30.813224368499256,40.06767962308598,18.541620839363237
AZ,,,35-44,,,33.82052307446212,37.289852244215226,20.033227939062947,54.327412829897895,24.07163009404389,31.96928361138371,34.35772236695199,19.717866806975344
AZ,,,45-54,,,35.361174253935445,40.74057649667406,20.758274527657637,53.54388979410459,23.78215630176178,33.4939352896915,32.828810461192354,23.67092380463897
AZ,,,55-64,,,34.22031762471949,38.43284433577832,21.536330213903742,53.88607915567282,22.41906497962685,35.97256959314775,30.105001509509915,26.9128696848323
AZ,,,65+,,,25.828628037685494,34.42876238022385,18.584124087591242,59.74850290626679,23.872121151539385,45.92963718708008,31.317722893842088,28.74248848459151
AZ,,,,American Indian/Alaska Native,,46.5342911512845,39.0073611111111,19.79649379108838,54.184085395439105,30.021475492673066,36.388423153692614,41.26454202077431,26.025816876122086
AZ,,,,Asian,,10.673267973856209,34.160992907801415,13.918644067796611,54.30295566502462,25.364273789649417,30.748999999999995,35.776271186440674,19.270341047503045
AZ,,,,Hispanic,,35.84109620195588,38.5680598238066,29.823993144815773,49.38130452288283,23.277736625514404,29.50916198052393,35.07021523392189,26.813109708383323
AZ,,,,Non-Hispanic Black,,35.70715557137771,41.68489646772228,24.850955414012738,47.584696569920844,24.23193577163247,30.645933869526367,34.98451986754967,26.465692204301074
AZ,,,,Non-Hispanic White,,26.564601780429538,39.29135986958294,17.738042217582926,58.69386467889908,25.85325209177575,39.3736382427436,35.37657934857935,21.03501481321725
AZ,,,,Other,,30.03629757785467,41.2319587628866,18.198828125000002,53.533638863428045,26.2357276119403,36.283718778908415,38.92013710368466,24.085470941883766
AZ,,,,,<High school,35.815202745646374,40.30385818561001,34.70914702581369,40.40679142770903,15.13038092288634,25.564186477307814,24.22258064516129,37.5572130772748
AZ,,,,,College,23.660358432526415,32.584879557291664,13.65049883604922,64.50432818968761,31.901117409789602,41.043573650603065,42.15623032867242,13.383327330889987
AZ,,,,,High school,30.433226007098163,42.3997114829775,26.29407451743229,51.84000529988516,22.783945037063823,34.14013299784328,33.156643058281425,26.569481173000174
AZ,,,,,Some college/tech,31.270729974866136,40.34865761689291,18.8416451912174,56.806061616431045,25.779207246475515,37.167372421281215,36.5755056035038,21.75663367365495
AZ,,,,,,29.200180460705567,39.082911508362336,21.572794970725525,55.723575806203804,25.684836808703537,36.370888366831984,35.95544373880475,23.0403304083212
CA,15000 - 24999,,,,,29.71615623313545,34.78723093761401,32.77482335440685,49.48443549434844,18.18200995807128,29.860268209308444,28.14976418100701,28.253543202497177
CA,25000 - 34999,,,,,29.547579724150047,34.004454685099844,29.09373056994819,54.00531081316385,21.576888032241108,35.260049583849835,31.365165876777255,25.88195266272189
CA,35000 - 49999,,,,,26.242891153932,37.59816031537451,27.15356188780053,55.68644394951745,23.28200899550225,36.037650240384615,33.37048438867814,22.443597765363126
CA,50000 - 74999,,,,,26.88617436155491,35.74517155995755,19.825794797687863,59.86950878086027,25.582822322001284,37.26626397635266,35.31240756987091,19.1584062992126
CA,75000 or greater,,,,,20.986891277495992,33.22014080618443,14.765378151260505,65.01288090073339,29.68076404027821,40.057971314658516,40.12477500511352,11.813880561377443
CA,Less than 15000,,,,,30.917747895087523,37.84061365885846,33.3977725278434,48.40561692126909,16.670950912971307,30.815425531914897,24.99570666047807,31.323220328920026
CA,,Female,,,,25.51947311364885,31.72855984430749,19.2598844407759,57.31720588235294,21.203677017212783,35.4336813722678,28.959218109276293,22.07873265831282
CA,,Male,,,,25.618429035921533,38.24675831774181,26.335581955636787,58.33815746594538,27.814328838140238,37.834688971580995,39.526062197475405,19.385901781430405
CA,,,18-24,,,14.17458193979933,43.52994880546075,29.535947712418302,58.66642308412966,33.444406779661016,36.54877450980393,50.45657966782259,15.849031075418994
CA,,,25-34,,,25.018800765688862,39.59798407167745,23.492614213197967,52.28006118788901,25.046147305771072,28.67404962197849,38.479729590256994,18.92179764243615
CA,,,35-44,,,28.739220195206705,33.251525603608385,22.333514246947082,54.12948665297742,21.891822139303486,30.181566916043227,32.382997204472844,20.75161462892715
CA,,,45-54,,,30.24208217368744,33.799333511063715,22.708859721082856,58.27483285577841,22.89086885403637,36.00375518872478,30.224483174191157,20.96077903100598
CA,,,55-64,,,29.76381543775959,32.755461220743456,20.852720450281424,59.310911163586034,22.08790388715762,38.80020645800644,29.044552327894944,22.251901845434762
CA,,,65+,,,23.06153846153846,29.05897917645217,19.47829874861397,64.03201344788943,22.88295939882143,49.05700032534432,28.140246256586842,24.889224161218866
CA,,,,American Indian/Alaska Native,,32.55148221343873,43.64545454545455,15.48695652173913,65.93308957952468,31.479074074074074,49.82846580406654,41.43034111310592,20.915919923736894
CA,,,,Asian,,10.244199959440277,36.292630501535314,17.548793284365164,55.03034197342627,23.037174151150055,31.66761862917399,35.061081877499475,17.709413143247726
CA,,,,Hawaiian/Pacific Islander,,27.663519313304718,,,59.4,35.4,38.3,49.725,17.689273356401383
CA,,,,Hispanic,,33.060059393300214,34.16648337595908,35.87075471698113,49.78782221739838,20.211717038983792,29.628156356819936,30.1792671319797,27.119529521975593
CA,,,,Non-Hispanic Black,,35.3798573422236,41.729636048526864,22.283509700176367,56.3888440860215,26.242789277231083,35.61876923076923,36.85041881443299,23.47332927386208
CA,,,,Non-Hispanic White,,23.455703533756747,34.314994984954865,14.105568740464486,65.00444578115601,27.62260111460575,43.521423045040066,36.29179144528524,16.38281706443256
CA,,,,Other,,28.19653911771874,35.50224719101124,15.267017913593255,65.1219525065963,32.001648936170206,43.78473037907101,43.31012787723785,15.838611306591602
CA,,,,,<High school,35.06213393405693,31.7946275946276,44.73503305004722,43.158710976837874,12.50767081534163,26.080176832393647,19.726106683016553,35.72654993193912
CA,,,,,College,16.876625852719958,30.380411522633743,12.447886669763122,65.40195155261645,29.96477420755536,40.95051400341458,39.64090446976337,12.158593429859309
CA,,,,,High school,27.722368634446966,38.63663045990294,26.05213897423777,55.026794062166815,22.961027215399934,35.25721169823861,33.32781996962188,23.952361641221376
CA,,,,,Some college/tech,27.166303724928365,38.341271944352435,18.9686109238031,61.02532311307559,27.076104292743622,39.46708208236561,37.87862072743208,18.177890226369353
CA,,,,,,25.202625736264025,34.848970008568976,22.126889962200757,58.27306758370851,24.948391204010715,37.23317287819188,34.65001907280727,20.604748135653956
CO,15000 - 24999,,,,,25.35845140690481,40.308428150021065,25.122831247302546,53.42265590608951,22.00781389800179,35.815005184417124,30.912385189437433,26.871623987034035
CO,25000 - 34999,,,,,24.352108855442776,37.55113314447591,22.607025986525503,56.72689696485623,24.173241990731412,37.24705407586763,34.3514512383901,22.519989704873026
CO,35000 - 49999,,,,,23.502809476556685,37.84879852125693,21.41748861911988,59.41601562499999,26.650274609209973,39.489616252821676,36.01886971878821,18.93685560713413
CO,50000 - 74999,,,,,23.256793738954812,36.53680111265647,16.875325410299947,62.67413216468689,27.413833120575607,39.20194661382445,37.503191728478306,14.54226752610803
CO,75000 or greater,,,,,20.357289167058354,32.92222072496968,12.966757567493866,67.96955585018229,32.4968536707175,43.33211885587337,42.35249877909816,9.153741311499742
CO,Less than 15000,,,,,27.00690594059406,41.36688524590164,30.120493197278915,49.98296112489661,20.342345368038064,33.498166157265906,29.398087141339,30.600397542464762
CO,,Female,,,,22.36844285313114,33.152170978627666,15.745795611477675,60.995518198736924,26.018810964316586,38.51425614728778,33.8603403102829,18.07727515955156
CO,,Male,,,,22.4414825559203,39.09038369304557,21.400130740317046,61.46950712261199,29.649251012898187,41.35862287032215,40.9555634883804,16.11724436610087
CO,,,18-24,,,12.447863027806385,42.1705035971223,25.452378011117972,61.23282783229259,35.78565844858689,36.539453124999994,50.061576497963934,13.701466962524654
CO,,,25-34,,,20.489611508883584,40.14220818291216,18.548328733517327,58.91205281744204,28.96598272138229,35.327468276075514,41.4831820211341,14.266226863431715
CO,,,35-44,,,24.712909759607697,32.8406718489728,17.711286681715574,59.6592002961866,25.86296342373725,36.17636613730149,36.01308209313491,16.300712286949885
CO,,,45-54,,,26.853570488639352,36.97222222222222,17.173493683187562,59.87573485302939,25.528018934434485,38.51521016026611,34.09388596070915,17.315876391842863
CO,,,55-64,,,26.281000652898527,35.813857602574416,17.451534997953335,62.71139888455956,25.79304012345679,42.78939580764488,33.01306780534492,17.962784090909093
CO,,,65+,,,21.463532492815425,31.08975724547932,17.079572083545592,64.90277056735711,26.67903807831098,49.53426479297906,32.74303459603736,22.271197148143134
CO,,,,American Indian/Alaska Native,,28.804376163873368,34.94343434343434,20.767027027027027,61.89054054054054,31.304816513761462,45.57454128440367,38.63589743589744,21.610752688172045
CO,,,,Asian,,8.78968023255814,40.17488789237668,19.67228637413395,57.59988262910798,28.602467685076377,33.425088757396445,42.66884139482565,16.71301149425287
CO,,,,Hispanic,,29.01781213241472,36.06555438780872,32.019495661605205,50.29011426370522,22.347994287939766,31.04257888585898,32.99200443513613,26.681156371844857
CO,,,,Non-Hispanic Black,,29.88638838475499,42.87023460410557,26.3195751138088,53.79319148936171,26.985847701149428,33.14938628158845,41.028581126951806,22.08374783111625
CO,,,,Non-Hispanic White,,20.694936374277837,35.640907674732574,14.612262055837562,64.52507458869661,29.079355546945628,42.55863138843403,38.03937593175418,14.201873532002347
CO,,,,Other,,24.380318584070796,36.811591695501725,18.025134649910232,64.34467713787086,31.21585040071238,45.02408888888889,39.405499999999996,16.2651376146789
CO,,,,,<High school,27.732859193527343,35.72710472279261,38.169992922859166,44.4161888213148,16.487230905337658,29.651161423110846,26.224672062517442,35.92658169177289
CO,,,,,College,17.314208439671916,30.0984,11.442246121008127,69.8621533382245,34.4048400813459,45.153892880954146,44.24391730529318,8.197994594258729
CO,,,,,High school,24.820552949061664,42.343360914105595,23.71723577235772,54.36146880515694,22.320968244084682,36.09058951625447,31.675723484568127,23.609574916507253
CO,,,,,Some college/tech,24.7315548031238,38.99803864168618,18.2965201739913,61.55438880248833,27.723372948500284,39.86327327705683,37.11596568068639,16.51555362593411
CO,,,,,,22.085884241801644,36.085764749628154,18.644858803722883,61.1080365374523,27.987146488947616,40.111990911182694,37.483830222101105,17.193699693091666
CT,15000 - 24999,,,,,32.879443968389985,36.455555555555556,28.326475195822454,44.02620134811916,16.837151085511742,27.744065183880206,27.721068186616005,35.84776818515797
CT,25000 - 34999,,,,,31.803730583142347,38.80707070707071,22.987206427688506,46.571164021164016,19.49105278854757,30.648060859188544,30.903086070215178,31.386251077984475
CT,35000 - 49999,,,,,30.248121698297787,36.771088276506305,20.421730769230766,50.38580887221364,20.576547085201792,32.140334821428574,31.43922912205568,27.365832940066063
CT,50000 - 74999,,,,,29.307088643849347,33.26553430079156,19.177143821742064,55.42601165425704,23.706523871811644,34.484945000820886,34.32141057934509,21.711400651465798
CT,75000 or greater,,,,,23.794865602091267,30.404287531806617,12.12422473076424,60.645775824719934,27.654334539104404,36.75893323386796,38.320173997688144,13.577307554006584
CT,Less than 15000,,,,,35.99762606417812,41.47467018469657,34.939764492753625,37.309364201796825,14.921656721656722,23.88122819260293,25.15679919812897,40.157024015068274
CT,,Female,,,,26.49362539617626,30.719054707852624,16.01368308022703,51.64247871333964,21.64022614736531,31.654719491462785,31.229306854669833,25.072222222222223
CT,,Male,,,,28.062357692993046,36.86010498687664,22.031103023516238,55.97975194963826,26.64912130304329,35.72947784282926,38.919668053545585,20.68629022955358
CT,,,18-24,,,15.043185328185327,40.06215753424658,28.169902048085486,54.90954751131221,32.29242076251723,31.38761991777067,48.761464270057,15.40063428778543
CT,,,25-34,,,27.586443680316762,37.36807600950118,21.02061855670103,50.361706206566026,24.590242718446607,27.23401162790698,39.829851783232975,20.750377304422578
CT,,,35-44,,,29.72891010093107,32.159068901303534,18.059108378170638,50.77257573041764,21.97977466836271,28.286659416349465,32.326373815676135,22.290208736819455
CT,,,45-54,,,31.1341124715111,35.00754938852305,17.562681862269642,53.94754884334173,24.03189812007277,33.70906113537118,33.59798642273616,22.15694289185905
CT,,,55-64,,,31.19705965393458,32.6242509199229,15.867322266329847,55.301352804156956,21.975312556622576,35.859555353901996,30.54104799796834,23.452622730329523
CT,,,65+,,,26.5232829760869,28.742657342657342,16.378750449694206,56.002479052297026,21.994446407538277,41.54270311671478,30.09128707330722,29.692618822003894
CT,,,,American Indian/Alaska Native,,20.5,,,,,,,33.0
CT,,,,Asian,,10.473158953722333,32.28431703204048,14.39842105263158,47.22845303867403,19.682369402985078,25.662152133580708,35.59982238010657,20.273249351611707
CT,,,,Hispanic,,33.486245657061104,36.329231517509726,34.61623975409836,39.419673312515016,19.3448673870334,24.170146699266503,31.87195984485512,34.62197671220317
CT,,,,Non-Hispanic Black,,37.86408984068947,38.06916070266753,27.47313432835821,46.65665068903535,21.678508101498014,26.96873290793072,33.87135963667329,29.389222936113466
CT,,,,Non-Hispanic White,,25.579162364557746,32.61173743546518,14.92957533134974,57.64507156927118,25.327520885436066,36.603506434680654,35.37642761105051,19.842545454545455
CT,,,,Other,,30.022708158116064,30.512293853073466,15.43445635528331,51.34320241691842,26.045940390544708,32.23126272912423,37.882205029013534,22.788352162056878
CT,,,,,<High school,33.840612313937754,37.33014981273408,38.58137450199203,36.767871785314945,14.331266846361187,23.855218216318786,25.23802969938428,42.747286702536506
CT,,,,,College,20.972480761480742,28.320187407529183,11.353967986520638,62.74885086823289,29.73178711147414,37.90190981203655,40.069981598855044,12.461957279470909
CT,,,,,High school,30.81369154852354,37.3231905465288,24.00860153256705,48.132572502685285,19.696869866764008,31.781721601743392,30.844815133276008,29.94442975206612
CT,,,,,Some college/tech,29.415942771559198,35.82671649574136,17.588970456580125,54.30424172508652,24.479371510895014,33.70080317660861,35.600520255863536,21.755050523608308
CT,,,,,,26.748269175044022,33.465244607087826,18.93577351731458,53.862358864560164,24.57332993197279,33.919344072472164,35.56822630699451,22.876315878116646
DC,15000 - 24999,,,,,33.96554641060814,34.821957340025094,24.674697173620455,48.419455645161285,17.726567317574514,29.332161060142713,25.90062409985598,31.096145175834085
DC,25000 - 34999,,,,,31.294458438287155,35.06481835564053,21.34811881188119,47.59148606811145,20.815806195393172,28.558879242304656,32.479194630872485,31.316625659050974
DC,35000 - 49999,,,,,28.24280089988751,32.909932885906045,13.415289256198347,51.391556091676726,23.036380368098158,30.722045315370483,33.23574739281576,22.788745892661556
DC,50000 - 74999,,,,,21.947065033783783,34.750963597430406,14.714004376367615,55.5536959553696,25.480159849553356,33.53956460009466,39.32300089847259,15.198035972710363
DC,75000 or greater,,,,,14.87032779906343,29.853326218427604,10.010142283838016,66.14536728948043,32.25667353774801,37.80788931788932,42.83699110610046,8.572174535050069
DC,Less than 15000,,,,,36.18625974724389,44.08621848739496,27.226943942133815,45.17893805309735,16.63132892363199,29.626854066985643,24.098945615982245,32.87081888503601
DC,,Female,,,,26.840909090909086,30.221977367480637,13.953971528780688,55.84391564782144,23.032596915381408,32.088121454788116,31.62505847497271,20.798479168897934
DC,,Male,,,,19.379257729882163,35.49813794912143,17.040864600326266,58.68843274853801,30.234380557202133,37.26241403841594,42.47649110961063,16.009235652993404
